,name,rating,review
461,The Moghal,3.0,I like the kababs and lachha served here  Trust me on this the kebabs can beat even some of the best in Delhi or Lucknow The filling is perfect and tastes good I agree not everyone would love the taste but it has pinched my taste buds at the perfect spot so i would keep coming  But one genuine concern has always been the hygiene  The management should definitely look into it else it would be difficult for it to survive in the maddening rush of new food joints in and around Civil Lines
462,Nalanda Hotel,1.0,Jhalwa
463,Nalanda Hotel,1.0,
464,Nalanda Hotel,3.0,
465,Nalanda Hotel,5.0,
466,Nalanda Hotel,4.0,variety of food are available here Very much affordable rates  He ordered Veg thali Paneer makhani Tandoori roti  Roti was a bit hard Overall everything was great Quantity was really good Overall worth the money
467,Aao Ji Haryana Dhaba,5.0,
468,Aao Ji Haryana Dhaba,5.0,
469,Aao Ji Haryana Dhaba,5.0,
470,Aao Ji Haryana Dhaba,4.0,he dhaba is located in the heart of the city just about a kilometre from the UPSRTC bus stand Their menu card lists a long range of desi veg foods at budget prices
471,Aao Ji Haryana Dhaba,2.0,Beyond my expectation it was a quite clean dhaba Although hygiene was doubtful I was expecting the food loaded with oil and butter and was ready for a heavy stomach but surprisingly very less oil was used in their preparation and good to announce that the taste was developed by spices and slow cooking When you r cooking a food with less oil patience is the key to provide the time to spices to release its taste and aroma Although the food was average in taste but four of us satisfied our feast in just rs 485 by ordering one paneer butter masala one mutter  one dal tadka 7 tandoori roti and one plate boile rice What else can we expect in such range Good value for money
472,Nidhi Bhojanalaya,5.0,
473,Nidhi Bhojanalaya,5.0,
474,Nidhi Bhojanalaya,2.0,Not a good place the behaviour of stuff is very rude quantity of meals are very lowprices are too high no ro water available too
475,Lucknow's Tunday Kababi,2.0,hings can be even better if the management tries and wishes to improve Location is good and near to customers but what sucks is the staff and nonprofessional attitude
476,Brij Biharilal Shakahari Bhojnalya & Restaurant,1.0,
477,Jai Shree Ram,5.0,
478,Jai Shree Ram,5.0,
479,Jai Shree Ram,5.0,
480,Jai Shree Ram,4.0,
481,Indian Flavour,1.0,I ordered rawa dosavada sambharidli and uttapam albeit the place was new still I took a Chance Delivery was on time rawa dosa was good but rest was not at all edible Idli and vada came dipped in sambhar Vada became soggy and idli was so tight that it cant be eaten uttapam was also the same
482,Shiv Ganga Bhojnalya,4.0,Went here for breakfast  Ordered aaloo paratha Served with mango pickle  The parathas were hot Stuffing was good Taste was really good  Overall a good place to visit
483,Dosa Plaza,1.0,he food was not fresh it was tasteless oily idli was too salty It seems that it was cooked hours ago and the taste of sambhar was like it was cooked in some worst oil Over all the food was not fit the consumption I would like to suggest everyone not to order from this restaurant
484,Dosa Plaza,5.0,
485,Dosa Plaza,5.0,
486,Dosa Plaza,1.0,
487,Dosa Plaza,1.0,
488,Shri Ram Bhojanalaya,5.0,
489,Shri Ram Bhojanalaya,5.0,
490,Shri Ram Bhojanalaya,5.0,
491,Shri Ram Bhojanalaya,1.0,
492,Shri Ram Bhojanalaya,5.0,
493,Mezbaan Family Restaurant,1.0,ont go to this place Sometimes you are sitting with your female friend and police will raid there and can defame you or lock you up or theyll force you or your friend to call at their home Red zone and dinning is also poor
494,Tadka Restaurant,1.0,
495,Tadka Restaurant,1.0,
496,Rituraj Restaurant,1.0,
497,Rituraj Restaurant,1.0,Bad place Low quality food Non helping staff No taste in foods This guy only making money Have a profite of location Zomato also shouldnt put these types of shops
498,Rituraj Restaurant,1.0,Worst food u would ever get these guys are just making money because of there prime location Untrained staff low quality food and yet not ready to accept or improve
499,Lucky Snacks & Sweets,3.5,Lucky is a legendary sweets shop and restaurant in Allahabad where you can enjoy sweets and snacks Its a very old restaurant and at one time in the past it was very poplular for meetings and snacks Now it has lost its old charm to a great extent maybe because of the global food chains coming in to Allahabad However we have many good memories of the yummy food they serve Their tomato soups and dosa were too good Their speciality is their Rosogulla and Chena sweets which off late was not up to the mark Ambience is good and the staff behavior is excellent
500,Lucky Snacks & Sweets,1.5,part from their signature Rasogulla nothing here is worth to look out for The menu is heavily overpriced with disastrous service and taste
501,Black Out Restaurant,5.0,
502,Black Out Restaurant,3.0,
503,Black Out Restaurant,1.0,
504,Black Out Restaurant,1.0,Such a worst meal which was smelling like stale food without taste no serveed manner mtlb yrr kuch bhi khol ke baith jate ho  Itni tatti fried chicken rice or biryani meine to apni Puri life me nhi khayi Fk yrr
505,Black Out Restaurant,2.0,Not a good enough tasteaverage in alltried lots of things Cost is too low but what if the quality doesnt make expectations of goodness even
506,Raju Kitchen Restaurant,4.0,cosy place with delicious food Ive been here once but mostly ordered at home This place serves some really good non veg dishes Their must trys are chicken pakora chicken handi and kebab paratha  This place is pocket friendly and a good option to order from
507,Raju Kitchen Restaurant,1.0,
508,Raju Kitchen Restaurant,5.0,
509,Raju Kitchen Restaurant,2.0,
510,Raju Kitchen Restaurant,2.0,Very oily bad test uncooked chickens
511,Spicy Bite,5.0,
512,Spicy Bite,5.0,ev
513,Spicy Bite,5.0,
514,Spicy Bite,5.0,
515,Spicy Bite,5.0,
516,Dosa Plaza,1.0,
517,Dosa Plaza,1.0,
518,Dosa Plaza,1.0,
519,Dosa Plaza,5.0,Best dosa i have ever eat my favorite place for dosa And my suggestions must try chilly paneer dosa Its a very Peace full place and very much comfort
520,Dosa Plaza,4.0,Great place for dosa and other south indian food lovers Service and staff both are good You will not be disappointed to go here Nice place to have a lunch or dinner with your dear ones
521,Allahabad Biryani Centre,5.0,
522,Allahabad Biryani Centre,4.0,
523,Allahabad Biryani Centre,4.0,
524,Allahabad Biryani Centre,5.0,
525,Allahabad Biryani Centre,1.0,
526,Baati Chokha Family Restaurant,5.0,
527,Baati Chokha Family Restaurant,5.0,
528,Baati Chokha Family Restaurant,1.0,
529,Baati Chokha Family Restaurant,4.0,Great taste  Sattu stuffed litti were very goodbeing a bihari i can say this one should try Im giving 4 stars just becoz the place is kinda small to accommodate groups
530,Baati Chokha Family Restaurant,2.0,Last night I went there with my friends the service received is pathetic After getting the table it took more than a hour for them to serve the food More over Daal which is priced above is tasteless  half cooked  Need to improve service else it will be not good for them in longer term
531,Kanha Sweets & Restaurant,5.0,
532,Kanha Sweets & Restaurant,3.0,
533,Kanha Sweets & Restaurant,3.0,Sorry but i had tried their spring roll dosa which was horrible tasted too bad and wasnt as expectedEven the shambhar and chutney was not upto the mark
534,Kanha Sweets & Restaurant,5.0,
535,Kanha Sweets & Restaurant,1.0,Misleading picture in catalogue quantity is very small for price they ask for example on RS 65 only 2 rasogulla flavorless food worst packaging Total waste of money no one need to order from this restaurant
536,Aagman Restaurant,5.0,
537,Aagman Restaurant,2.0,
538,Aagman Restaurant,5.0,Best in food orders
539,Aagman Restaurant,2.0,
540,Aagman Restaurant,1.0,
541,Shahenshah Fast Food,4.0,
542,Shahenshah Fast Food,4.0,
543,Shahenshah Fast Food,5.0,he best thing to eat here is the Chole Bhature accompanied by the much loved fruit beer Dont order chinese
544,Shahenshah Fast Food,5.0,
545,Shahenshah Fast Food,5.0,Good taste and quick service for job It is one of the best fast food shop in heart of civil lines Always been of fan of this restaurant Its fruit beer is also very yummy
546,Temptation's,5.0,
547,Temptation's,1.0,he food was tasty but according to money  the food quantity was low even it was not enough for single person it should be more like other good restaurants Hope they will improve this
548,Temptation's,1.0,ont order your food from this restaurant Very poor in quality and taste They will not consider your instructions too Very unprofessional Complete waste of money
549,Temptation's,5.0,My brother ordered Matka Chicken for me and it turned out to be deliciously amazing  The chicken was perfectly cooked and it made an impression as if I were eating homemade chickenthe spicy flavours were accurately balanced and the quantity was also appreciablethe gulab jamuns were mouthwatering and worth trying
550,Temptation's,4.0,Food and Service is good too good here I have attended many Partys here But recently I went to meet one of my friends and ordered chole bhature which has a great taste and even ice creams price is also good and U can try it out with family also
551,Bebo's Kitchen,4.0,
552,Bebo's Kitchen,1.0,
553,Bebo's Kitchen,5.0,
554,Bebo's Kitchen,4.0,
555,Bebo's Kitchen,5.0,I loved the place And bro the food was hilariousI know Im saying it for no reason but plz do visitnd then my words will be yours
556,Rahul Restaurant,1.0,
557,Rahul Restaurant,2.0,
558,Rahul Restaurant,5.0,
559,Rahul Restaurant,5.0,
560,Rahul Restaurant,2.0,
561,New Amber Cafe,4.0,Great coffe awesome cheese paratha and amaizing south indian dishes Reasonable price Poor ambience Good for daily hangout with friends Smoking not allowed but you can smoke outside
562,New Amber Cafe,3.0,Nice cafe in Allahabad at civil line provides a variety of coffee and snacks if you are coffee lover then you should go this restaurant Delicious yummy  reasonable rate 18 rs half
563,New Amber Cafe,4.0,Look at that cheese stuffing    Cheese Paratha from one of the oldest cafe of the town Ambar Cafe Civil lines   Ill give them 42 out of 5   Soft and fluffy parathas stuffed with too much of cheese and topped with hot ghee makes for the perfect evening snack Ambar Cafe serves one of the best parathas in town Also the rates are super cheap for such delicious food   Do give em a try   PS Dont forget to try Coffee there Its super delicious
564,New Amber Cafe,3.5,lltime stoppage for us Allahabadis Authentic south Indian food ONTHEGO delivered in cars where you can comfortably fill your stomach with idli sambhar vada sambhar dosa and egg sandwiches etc Even the freshly made beverages add up to its fine taste
565,New Amber Cafe,3.5,Coffee is just more than awesome Best place for spending winter evenings Lots of gossipsabout student life as well as politics I love this place
566,Spicy Lounge,1.0,
567,Spicy Lounge,5.0,
568,Spicy Lounge,1.0,
569,Spicy Lounge,1.0,k plate matar paneer me ek katori bhi nhi aai Do not order from this restaurant
570,Spicy Lounge,5.0,Very delicious
571,Bridges,4.0,
572,Bridges,4.0,he food is quite good for the price The service is also good Will like to visit again We had malai kofta kadhai paneer pulao vanilla ice cream Overall a nice experience
573,Bridges,3.0,mbience is peaceful Though I was the only person then inspite of that the service was not quick enough to be appreciated Its a pocket friendly place
574,Bridges,1.0,Worst place to visit No taste in food And apart from that service is very poor There is only 2 waiters and they also dont want to serve Very costly and then also no taste in food
575,Bridges,3.0,Nice place Only visited couple of times Its interior requires some makeover to compete in the market Food quality is also degrading day by day They should need to work hard to improve and stay in the market Best of luck
576,Om Sai Ki Rasoi,2.0,he menu is not updated on this web site They have increased each item by Rs1030 Normal thali of Rs100 was not available Waiter reply was not acceptable that normal thali is offeredavailable when high court is open Then they should mention in the menu the availability of items Had executive thali which was not worth Rs210 Water bottle was charged which I didnt order Over all not a great experience  average food
577,Om Sai Ki Rasoi,4.0,
578,Om Sai Ki Rasoi,4.0,the restaurant needs to evaluate and enhance its taste otherwise the service and ambience was up to the mark and so we dont had a bad time thereit was overall a good experience
579,Om Sai Ki Rasoi,2.0,
580,Om Sai Ki Rasoi,1.0,Worst paneer kulcha ever I tasted in my life Please improve the taste of the food otherwise no one will come to your place I personally dont recommend
581,Aahar  Restaurant,5.0,              40                  
582,Aahar  Restaurant,5.0,Jio thali are special for every student like me 40 price wow  Special discount for library students Restaurant also provide food to ill patient specialy MOONG KI DAAL
583,Aahar  Restaurant,5.0,JIO THALI40 rupees only  BEST THALI in prayagraj in low budget  AC RESTAURANT   Provide food at affordable price  if you visit i think must try JIO THALI
584,Aahar  Restaurant,5.0,Superb restaurant in affordable price it is also good for couples family  It also provide birthday parties in restaurant  And behaviour of workers is good
585,Kalika Hotel,2.0,he food used to be better when the eatery was located in civil lines They have newly shifted to this location not sure if the management remains the same and the food quality has deteriorated Tried their signature mutton with chulha roti The mutton pieces were undercooked and tough to break The rotis were disappointing too Ambience is unsuitable for families
586,Kalika Hotel,5.0,No words to describe this place a real heaven for non veg lovers Authentic desi mutton and chicken cooked on wooden blocks gives u a smoky flavor and feels like home cooked food served with chulhe k roti  value for money 55 taste 55 quality 55 ambience 35
587,Hotel Kaveri Gangotri Restaurant,5.0,wesome food superb service pocket friendly We have tried their paneer dishes specially the chilly paneer is highly recommended from my side Their service is also very good The place is perfect for family get together The place is very pocket friendly Do pay a visit to them and enjoy
588,Hotel Kaveri Gangotri Restaurant,4.0,If you are Rambagh and seeking for a good time to spend with family and friends The answer for this is restaurant ganotari and hotel Kaveri So basically the gangotari restaurant is on the ground floor of the The hotel Kaveri and Ive eaten in this restaurant while my stay  This place is 12 km from the railway station and quite accessible by local transport  This place is excellent clean and the variety of food is huge as well as food was well cooked delectable flavorsome and well served   Speciality of this place is aloo parantha paneer parantha with dahi and Shahi paneer and there amazing Kher If you are staying there for a night dont forget to take their buffet which was in itself a good and unique experience   The room service for food and cleanliness was excellent  Nice place to visit for a good family time and food It opened at 8 AM to 11 PM  Staff is very helpful and courteous  Contact Mr Utkarsh or Mr Ravi to have an unforgettable experience Must visit this place if you are aroundI can promise you wont return unhappy  Thanks you guys and will look forward to visit you
589,Hotel Kaveri Gangotri Restaurant,3.0,his hotel is very near to Rambagh railway station It is a budget hotel and okay for one night stay at this place Rooms are very small and conjusted Food is also good for vegetarian people and they also have many dishes without Onion garlic
590,Hotel Kaveri Gangotri Restaurant,4.5,I am a self confessed huge meat eater Would never eat a meal without a non veg item But this little vegetarian restaurant located in the Kaveri hotel brought to me a new dimension to what food was all about  By sheer accident had a meal once here and made it a point to visit it every time I pass that area The way they prepare their veg dishes one would forget about that piece of meat not sitting in ones plate The tandoori Roti and kulchas are worth a mention
591,New Shanti Bhojanalaya,1.0,Very simple restaurant and common packing of this restaurant I mnot happy with this I placed lots of time order with this restaurant Zomato is a good hub for placed order 
592,Shakahari Maansahari Bhojnalya,5.0,
593,Shiv Sangam,4.0,Went here for dinner with my family The quantity is really great The place is very affordable Although it wasnt very hygienic The Paneer stuffing in the paratha was very good and sufficient Overall a good place
594,Makkhan's Restaurant,2.0,
595,Makkhan's Restaurant,4.0,
596,Makkhan's Restaurant,5.0,
597,Makkhan's Restaurant,2.0,
598,Makkhan's Restaurant,1.0,Very poor place
599,Rajwada's,5.0,please start delivery service i am very hungry for deluxe thali in this lockdown period
600,Rajwada's,1.0,
601,Rajwada's,2.0,
602,Rajwada's,5.0,
603,Rajwada's,1.0,
604,Shahi Darbar Restaurant,1.0,Horrible experience
605,Shahi Darbar Restaurant,5.0,
606,Shahi Darbar Restaurant,5.0,
607,Shahi Darbar Restaurant,1.0,
608,Shahi Darbar Restaurant,1.0,Quality and quantity both not good
609,Golden Rasoi Restaurant,5.0,
610,Golden Rasoi Restaurant,3.0,Last 56 days I had order for lunch on daily basisand ofcourse the food was delicious with giving instructions but yersday my lunch has less quantity without any salad  and also less taste please make sure about your packaging and taste Now going to make my order today  lets seeeeee
611,Golden Rasoi Restaurant,5.0,
612,Golden Rasoi Restaurant,1.0,
613,Golden Rasoi Restaurant,1.0,
614,Vrindavan Restaurant & Food Court,5.0,
615,Vrindavan Restaurant & Food Court,3.0,
616,Vrindavan Restaurant & Food Court,5.0,Its best place to go when your are running out of money A budget friendly restaurant with pocket friendly price
617,Vrindavan Restaurant & Food Court,5.0,Such a nice place to fulfill your hungerYou can enjoy the priceless items with lots of taste and There is also some thirst quenching beverages
618,Vrindavan Restaurant & Food Court,3.0,nice place for students The best part is there masala dosaExtra resonable rate when you want to fill up your extra empty stomach
619,Haldiram Bhujiawala,3.0,
620,Haldiram Bhujiawala,3.0,It was little costly
621,Haldiram Bhujiawala,1.0,
622,Haldiram Bhujiawala,5.0,
623,Haldiram Bhujiawala,5.0,Best place to eat
624,Banarasi Misthan Bhandar,3.0,Very famous in the area known for quick snacks The samosa and Chole here is famous Definitely a must tryAlong with samosa it also sells other snacks like bread pakodaetc and sweets too Being a local shop rates were reasonable
625,Banarasi Misthan Bhandar,4.0,Milk cake peda and barfi are good and everytime I ordered I got fresh sweets Milk cake was superb Will try other sweets too Till now I can say nice offering at right price Also its not too sugary
626,Kamdhenu,1.0,his restaurant is always not accepting order on Zomato Very poor service
627,Kamdhenu,5.0,
628,Kamdhenu,4.0,
629,Kamdhenu,4.0,
630,Kamdhenu,4.0,
631,Kamdhenu Sweets,5.0,
632,Kamdhenu Sweets,5.0,popular and demanding sweet shop in Allahabad One of the best taste compared to all other shops in Allahabad Must try arejalebirabdi rasmalai pastries cakes
633,Kamdhenu Sweets,4.0,It seems to b quiet expensive as compared to other restaurants
634,Kamdhenu Sweets,1.0,
635,Kamdhenu Sweets,4.0,
636,Om Shanti Sweets,1.0,
637,Om Shanti Sweets,1.0,I ordered 3 pastries included two chocolate pastries it was stinky i waste my money stop fooling us
638,Om Shanti Sweets,3.0,I ordered mini pizza from here and it was really awesome i also ordered pineapple and vanilla pastries but they didnt tasted fresh and good i expected the taste to be more good and refreshing but it was not so good i suggest to improve the flavours and taste of the pastry
639,Om Shanti Sweets,5.0,
640,Om Shanti Sweets,1.0,I ordered 5 samosas only 4 in packet and one mini pizza and 3 ragullas samosas are very cold and pizza is too only ragullas okk but very small in size according to price totally disappointed never ordered in future
641,Munna Sweet House,4.0,
642,Munna Sweet House,4.0,
643,Munna Sweet House,4.0,
644,Munna Sweet House,5.0,
645,Munna Sweet House,1.0,
646,Madhur Milan Sweets,5.0,
647,Madhur Milan Sweets,5.0,
648,Madhur Milan Sweets,4.0,Had been here for an official get together Awesome ambience Awesome food In budget Pocketfriendly  Best place to be for Vegetarians
649,Kalash Sweets,5.0,I ordered motichoor laddu  it is so fresh and good taste value for money
650,Kalash Sweets,5.0,
651,Kalash Sweets,5.0,I ordered fortune soan papdi its was a good taste  it was a value of money shop i m happy
652,Kalash Sweets,2.0,
653,Mishra Mishthan Bhandar,1.0,
654,Mishra Mishthan Bhandar,5.0,
655,Mishra Mishthan Bhandar,1.0,I ordered samosa and chena rasgulla today but samsoa is sour in taste as well as filled material is totally black I threw out whole 19 samosa Also chena rasgulla is not up to mark
656,Mishra Mishthan Bhandar,1.0,Bhut hi ghatiya mithayi Wala hai zomato ne pta nahi kya sonch k apne sath jod liya Maine inse ras malayi aur bundi ka laddu magaya tha aur dono hi wahiyat the
657,Mishra Mishthan Bhandar,1.0,Bad delivery man and delay delivery not good mithai bad behaviour and and telling not good and men not good one word equal to bad bad bad very bad
658,Amrit Sweet House,5.0,Best sweet shop in allapur
659,Amrit Sweet House,3.5,It is a good sweet shop You can try there rasgulla gulab jamun and even rasmalai all of these taste very good I bought kaju katli from them it was little bit sweeter in taste I hope to visit this place again whenever I visit Allahabad
660,Netram Mulchand & Sons,5.0,
661,Netram Mulchand & Sons,4.0,
662,Netram Mulchand & Sons,5.0,
663,Netram Mulchand & Sons,5.0,
664,Netram Mulchand & Sons,5.0,
665,Hira Halwayi,4.0,very old and famous stop in Allahabad Place is mostly crowded I mostly enjoy their samosa gulab jamun dahijalebi and milk cake
666,Hira Halwayi,5.0,mazing Gulab jamuns which you get in a small mitti ka sakora It feels so special to have this sweet here If you have a sweet tooth this is a must try place in Allahabad Other sweets and snacks are also worth trying once 
667,Hira Halwayi,5.0,
668,Hira Halwayi,5.0,Good
669,Hira Halwayi,5.0,
670,Qadir Baksh Sweets,1.0,
671,Qadir Baksh Sweets,5.0,wesome taste cant explain I didnt get same taste in rest of the country When ever I came back to my hometown i cant stop myself to take a taste specially laus badam
672,Qadir Baksh Sweets,1.0,
673,Qadir Baksh Sweets,5.0,
674,Qadir Baksh Sweets,5.0,
675,New Bhagwan Das Pralad Das Mishthan Bhandar,4.0,Have been visiting this place since my childhood to buy jalebis for breakfast It opens early morning by 7am There are a couple of jalebi outlets in the chowk area but their desi ghee jalebis have an essence of rose water and saffron which makes them set apart from others
676,New Ghosh Sweet House,5.0,ear Zomato  please make partner to Ghosh swwet
677,New Ghosh Sweet House,5.0,
678,New Ghosh Sweet House,3.5,Go there for Bengali sweets Specially the variety of sondesh and roshogulla Though some people find kamdhenus sondesh to be better but still this place has its authenticity intact for the low prices
679,New Munna Sweet House,5.0,
680,Mohit Sweets,5.0,
681,Mohit Sweets,5.0,
682,Mohit Sweets,5.0,
683,Bhagwan Das Prahlad Das,1.0,
684,Bhagwan Das Prahlad Das,5.0,
685,Bhagwan Das Prahlad Das,1.0,
686,Bhagwan Das Prahlad Das,5.0,
687,Bhagwan Das Prahlad Das,5.0,
688,Lucky Sweet House,4.0,almost gud ordered many times evening snacks feom here  will not get dissapointed if u order
689,Lucky Sweet House,3.0,
690,Lucky Sweet House,4.0,
691,Lucky Sweet House,1.0,Late delivery and tasteless food
692,Lucky Sweet House,4.0,
693,Nirala Sweet House,5.0,
694,Nirala Sweet House,5.0,Whether it be kali gajar ka halwa or sooji ka halwa gulab jamun or kalakand Each and every flavour is exotic and authentic Love everything from Nirala
695,Nirala Sweet House,5.0,Food quality is amazing and I love the varieties they have 5 star personally recommended
696,Nirala Sweet House,5.0,
697,Nirala Sweet House,5.0,
698,Darshan Sweets,5.0,
699,Darshan Sweets,5.0,
700,Darshan Sweets,3.0,verything is made in huge amounts and is for sure fresh and sold the same day Come in the morning to taste the best Must try jalebi n dahi toowhat can i say about allo bhnta spicy surprising there is piece of paneer Jalebi 100grm12rs Dahi5rs Allo bhnta  5 rs per piece
701,Poonam Sweets,1.0,
702,Poonam Sweets,5.0,
703,Poonam Sweets,5.0,
704,Madhur Milan Sweets,5.0,
705,Dehati Rasgulla,5.0,
706,Dehati Rasgulla,5.0,
707,Dehati Rasgulla,5.0,
708,Dehati Rasgulla,5.0,
709,Dehati Rasgulla,5.0,
710,Santosh Sweets Confectionery & Baker's,3.0,hey dont taking order online from 2 months
711,Santosh Sweets Confectionery & Baker's,1.0,
712,Santosh Sweets Confectionery & Baker's,4.0,Santosh Sweets is a famous shop located in Teliarganj The place offers variety of sweets and snack items I tried paneer kulcha from this place and it was delicious The bun was soft and properly baked and had paneer stuffing with balanced amount of spices and ingredients I also gave a try to imarti It was hot crispy and very tasty The shop works on token system and is not that big and spacious but the snacks and sweet items they offer are worth trying
713,Santosh Sweets Confectionery & Baker's,5.0,
714,Santosh Sweets Confectionery & Baker's,4.0,Good for sweets but not for any other items like snacks or cakesTry other items except sweets is your own riskoverall sweets was very good like gulab jamun sohan papdi rajbhog motichoor besan ladoo but burger hotdog dry fruit cakes was very bad rubbish
715,Bhagwan Das Pralad Das & Sons,3.0,
716,Bhagwan Das Pralad Das & Sons,3.0,ll the way to the food and cusine at last you only need some sweets to complete your meal bdpdsons is one of the top sweets shop with all stuffs made of Desi Ghee Everybody by this time knows this place and relish their stuffs  Follow Exoticflavours
717,Bhagwan Das Pralad Das & Sons,5.0,
718,Bhagwan Das Pralad Das & Sons,5.0,
719,Bhagwan Das Pralad Das & Sons,1.0,I ordered 2 plates of kachori and see the quantity of raita and planner sabzi never expected this earlier I have ordered and everything was was superb
720,Krishna Sweets And Bakers,3.0,
721,Krishna Sweets And Bakers,5.0,
722,Krishna Sweets And Bakers,1.0,
723,New Bikaner Misthan Bhandar,5.0,
724,New Bikaner Misthan Bhandar,5.0,
725,New Bikaner Misthan Bhandar,3.0,he only street vendor that serves Sooji Pani Puri their Aloo Chaat is lipsmacking Kachori Dhokla Kesari Lassi and Mong Dal Pakori are worth trying Never tried any sweets from here so no idea how it is For snacks I found the place to be cheap
726,New Bikaner Misthan Bhandar,3.0,Sweet Dishes and Chat Corner here is good I loved the Ghewar from here Rate is expensive for some items otherwise Everything is tasty Dairy Products and Khoye ki mithai is also fresh and the Sweetness of it is amazing
727,Shri Ram Bhog Sweets & Restaurant,1.0,elivered the incorrect item and the behave is so rude
728,Shri Ram Bhog Sweets & Restaurant,1.0,Worst restaurant Raita is worst Food caused me food poisoning and vomiting
729,New Kushwaha Sweet House,5.0,
730,New Kushwaha Sweet House,5.0,
731,Shree  Ganesh Sweets,5.0,
732,Jai Maa Sharda Sweets & Dosa Corner,1.0,One of the worst place to order food They change your order if they are out of stock Neve order from this place
733,Jai Maa Sharda Sweets & Dosa Corner,5.0,
734,Jai Maa Sharda Sweets & Dosa Corner,2.0,Ordered 2 paneer dosa but it was too oily and not cooked properly Also sambhar and chutney was enough only for 1
735,Satya Priya,5.0,
736,Satya Priya,5.0,ecently been to this place Must try for new mouth watering varieties like rose laddoo butter scotch rasgulla and mango Ras malai  The confectionary options are also quite good for the health conscious folks as the oil usage is minimalistic Good location as parking is easily available
737,Satya Priya,5.0,mazing quality and exceptional client service The restaurant has some unique variety of sweets which is normally not seen in Allahabad They also have a wide range of finger licking snacks and namkeen
738,Rahman Sweet House,5.0,
739,Rahman Sweet House,5.0,Good taste of all sweets and pure Desi ghee sweet and no mixture of oilAnd rate of sweet is very little cost of all itemThe shop is neat and clean
740,Rahman Sweet House,3.0,his is a sweet house as the name say and not a restaurant You can find great quality deshi ghee sweets here Though its neighbor competitor Qadir is ultra famous still Rahman sweets have managed to give them close competition In my view Rahman Sweet House is way better in both taste and quality
741,Yadav Mishthan Bhandar,5.0,
742,Yadav Mishthan Bhandar,2.0,I have ordered gulaab jamun and kalakand from herekalakand was not good in tasteand gulaab jamun was okaymy experience was not so goodthey should improve their quality n taste
743,Hazi Qadir Sweet House,5.0,
744,Om Shanti Sweets,5.0,
745,Om Shanti Sweets,5.0,Very very tasty Sach me yr maza aaga bhai log ek baar try jrur krna 
746,Jai Shri Ram Sweet House,4.0,
747,Sulakilal Shrinath & Sons,5.0,
748,Sulakilal Shrinath & Sons,5.0,
749,Shri Balaji Rasgulla,5.0,
750,Shri Balaji Rasgulla,5.0,Good food
751,Maa Kripa Foods,5.0,
752,Prayag Jal Pan Grah,3.0,
753,Shanti Kulfi & Sweets,1.0,
754,Gupta Mishthan Bhandar,4.0,
755,Maa lalita sweets,5.0,
756,Nirala Misthan Bhandar,5.0,Best in class  If you wanna go for some delicious snack den nirala chat wala is perfect for you
757,Nirala Misthan Bhandar,5.0,
758,Nirala Misthan Bhandar,4.0,Chowk is famous for its     Nirala Chaat bhandaar makes the best Chaat in town I have ever had Their every dish made in pure desi ghee is really mouthwatering Guys just try it out even if it slightly bloat your stomach      Place niralachat Loknaath Chowk Prayagraj    AALOO TIKKI  Price  25 half plate shallow fried aaloo tikkis in pure desi ghee with some chole and Hari or laal chutney sprinkled with aaloo chips crumbs    GOLGAPPE Price  15 for 5pc crunchy golgappas with pudina jaljeera that give your tongue a tangy twist Added boiled matar that enhances the flavour recommened    GULAB JAMUN  Price  15 each approx small Dipped in tasty sugar syrup and fried in desi ghee The sweet was really soft from inside and outside too stuffed with lots of meva A really tempting dish    Follow  exoticflavours Follow  exoticflavours  Follow  exoticflavours   Review  imhereforhim     Taste  Service   Ambience 
759,Bhukkad Sweets And Namkeen,5.0,
760,Bhukkad Sweets And Namkeen,1.0,Mirch jyada Kacha paratha Usi haath se pocha lagana usi se khana dena Rate kuchh bhi laga diya
761,Bhukkad Sweets And Namkeen,1.0,
762,Bhukkad Sweets And Namkeen,1.0,Packing was very bad from the restaurant and taste is also bad its over all I feel bad and waste of money not satisfied with the service and quality of the food 
763,Bhukkad Sweets And Namkeen,5.0,Best Mithai in Prayagraj Awesome Chole Bhatures Super Lassi Sweet Jalebis Khasta Dum Aloo are also good Must Try In Allahabad Located in the heart of the city
764,Swastik Sweets and Namkeen,5.0,
765,Swastik Sweets and Namkeen,4.0,
766,Swastik Sweets and Namkeen,1.0,hey always providing the worst products
767,Ganga Sweet House,1.0,
768,Ganga Sweet House,1.0,
769,Ganga Sweet House,1.0,
770,Sainik Sweet House,2.0,
771,Sainik Sweet House,5.0,
772,Sainik Sweet House,5.0,
773,Sainik Sweet House,5.0,
774,Sainik Sweet House,5.0,
775,Mantosh Kachori Bhandar,5.0,
776,Mantosh Kachori Bhandar,1.0,Bhttt bakwaass packing h and bilkul b reliable n h last time 4 bhatura pack krke diya tha but is baar hm cutlery ke liye bol diya to ek dona daal kar 2 bahture kam kr diye bakwaas h ek dam
777,Mantosh Kachori Bhandar,1.0,I am very upset to this restaurant   They delivered stale food like stale bread pakoraagain i never order to this restaurant its sameful its very bad
778,Nand Sweets,5.0,
779,Nand Sweets,1.0,
780,Nand Sweets,1.0,
781,Nand Sweets,5.0,
782,Nand Sweets,4.0,
783,Amrit Sweet House,3.0,mirt Sweets not only serves sweet but also snacks You can also get snacks box based on your products of liking packed from here in bulk
784,Raju Sweets,4.0,
785,Raju Sweets,2.0,
